,name,Mw (g/mol),Mn (g/mol),PDI,Regioregularity R%,DP,SANS,SAXS/GWAXS,DLS,SLS,SEC (GPC),Dark/light,Applied Electrical Field (Kv/cm),Duration of Applied Electrical Field (min),DLS Angle (deg),Concentration (mg/ml),Temperature SANS/SLS/DLS/SEC (K),Aging time (hour),To Aging Temperature (K),Stirring /sonication/heating time(min),Sonication time (min),Sonication/Stirring/heating Temperature (K),storage temperature (K),Storage time (hour),Solvent(s),Deuterated solvent,Solid additive,Solid additive quantity (mg/ml),Solvent solubility parameter (Hansen),Polymer solubility parameter ,Polymer solubility parameter 𝛿d [MPa1/2],Polymer solubility parameter  𝛿p [MPa1/2],Polymer solubility parameter 𝛿h [MPa1/2],Rh1 (nm),I1 (Normalized 1-0),Rh2 (nm),I2 (Normalized 1-0),Rh3 (nm),I3 (Normalized 1-0),Rh4 (nm),I4 (Normalized 1-0),Rh deviation (nm) ±,Rg1 (nm),Rg2 (nm),Rg 1deviation (nm) ±,"Rcs,g (crossectional radius) (nm)","Rcs,g (crossectional radius) (nm) ±","Rt,g (radius of gyration) (nm)",Ree (chain end-to-end distance) (nm),Ree deviation (nm) ±,A2 (mol dm3/g^2),df,α1 ,q1 range (A-1),α2 ,q2 range (A-1),Lp (nm),Lp deviation (nm) ±,Lc (nm),Lc deviation (nm) ±,ξs (characteristic length scale) (nm),ξs deviation (nm) ±,ξd (mesh size of the dynamic network) (nm),ξd deviation (nm) ±,R disk (nm),R cylinder (nm),R deviation (nm) ±,R core cylinder (nm),L cylinder (nm),L deviation (nm) ±,t (thinkness) (nm),t (thinkness) (nm) ±,A parallelepiped (thickness)(nm),A deviation (nm) ±,B parallelepiped (width)(nm),B deviation (nm) ±,C parallelepiped (length)(nm),C deviation (nm) ±,Light scattering model,SANS/SAXS model,Expected Conformation,Additional notes 1,Additional notes 2,Doi
338,NDI-C6,48000.0,16700.0,2.9,,,1,0,0.0,0,0.0,,,,,5.0,298.0,,,,,,,,CB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,18.0,,,,,,,0.9,,,,,,,,,,,,,,flexible cylinder,,,,https://dx.doi.org/10.1021/acs.macromol.0c00889
339,NDI-C6,48000.0,16700.0,2.9,,,1,0,0.0,0,0.0,,,,,5.0,358.0,,,,,,,,CB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,18.0,,,,,,,0.8,,,,,,,,,,,,,,flexible cylinder,,,,https://dx.doi.org/10.1021/acs.macromol.0c00889
340,P3HT,95281.0,63100.0,1.51,,,1,0,0.0,0,0.0,,,,,10.13,313.0,,,overnight,,343,,,oDCB,1.0,,,,,,,,,,,,,,,,,15.0,,1.0,,,,37.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Debye,,,,https://doi.org/10.1038%2Fs41598-020-66354-6
341,P3HT,95281.0,63100.0,1.51,,,1,0,0.0,0,0.0,,,,,10.13,353.0,,,overnight,,343,,,oDCB,1.0,,,,,,,,,,,,,,,,,17.0,,1.0,,,,41.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Debye,,,,https://doi.org/10.1038%2Fs41598-020-66354-6
342,P3HT,138138.0,89700.0,1.54,,,1,0,0.0,0,0.0,,,,,10.13,313.0,,,overnight,,343,,,oDCB,1.0,,,,,,,,,,,,,,,,,19.0,,1.0,,,,48.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Debye,,,,https://doi.org/10.1038%2Fs41598-020-66354-6
343,P3HT,138138.0,89700.0,1.54,,,1,0,0.0,0,0.0,,,,,10.13,353.0,,,overnight,,343,,,oDCB,1.0,,,,,,,,,,,,,,,,,21.0,,1.0,,,,50.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Debye,,,,https://doi.org/10.1038%2Fs41598-020-66354-6
344,BAMH-PPV,60000.0,,,,,0,0,1.0,0,0.0,,,,,1.0,298.0,,,,a few hours (6h or 2days in 50 degree in previous work),313,,,oXyl,0.0,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1063/1.1468215
345,BAMH-PPV,60000.0,,,,,0,0,1.0,0,0.0,,,,,1.0,298.0,,,,a few hours (6h or 2days in 50 degree in previous work),313,,,oXyl,0.0,CSA,.07mg/mL,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1063/1.1468215
346,P4,101000.0,50500.0,2.0,,,0,0,1.0,1,0.0,,,,90,0.1,,,,,,,,,H2O,0.0,NaCl,.584 mg/mL,,,,,,42.85,,4.79,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,CONTIN,,,.1 molar NaCl converted to mgml,,https://doi.org/10.1021/ma980423+
347,P4,101000.0,50500.0,2.0,,,0,0,1.0,1,0.0,,,,90,1.0,,,,,,,,,H2O,0.0,NaCl,.584 mg/mL,,,,,,11.14,,2.99,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,CONTIN,,,.1 molar NaCl converted to mgml,,https://doi.org/10.1021/ma980423+
348,P4,101000.0,50500.0,2.0,,,0,0,1.0,1,0.0,,,,90,1.05,,,,,,,,,MeOH,0.0,TMACl,1.096 mg/mL,,,,,,72.19,,5.65,,,,,,,25.0,,4.0,,,,,,,,,,,,,,49.0,,,,,,,,,,90.0,,,,,,,,,,CONTIN/solid sphere/cylinder,,,.1 molar TMACl,,https://doi.org/10.1021/ma980423+
349,P4,101000.0,50500.0,2.0,,,0,0,1.0,1,0.0,,,,90,2.08,,,,,,,,,MeOH,0.0,TMACl,1.096 mg/mL,,,,,,73.97,,4.1,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,CONTIN,,,.1 molar TMACl,,https://doi.org/10.1021/ma980423+
350,D18-Cl,232400.0,83000.0,2.8,,,0,0,1.0,1,0.0,,,,,0.1,298.0,,,180,,323,,,CF,0.0,,,,,,,,11.44,,,,,,,,0.01,22.54,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN ,,,Hildebrand parameter (δ) in Support infor,,https://doi.org/10.1021/acsapm.3c02608
351,D18-Cl,232400.0,83000.0,2.8,,,0,0,1.0,1,0.0,,,,,0.1,298.0,,,,,,,,CB,0.0,,,,,,,,17.69,,,,,,,,0.03,35.56,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN ,,,Hildebrand parameter (δ) in Support infor,,https://doi.org/10.1021/acsapm.3c02608
352,PBDT-TTz,44600.0,22300.0,2.0,,,0,0,1.0,1,0.0,,,,,0.1,298.0,,,,,,,,CF,0.0,,,,,,,,8.46,,,,,,,,0.02,24.41,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN ,,,Hildebrand parameter (δ) in Support infor,,https://doi.org/10.1021/acsapm.3c02608
353,PBDT-TTz,44600.0,22300.0,2.0,,,0,0,1.0,1,0.0,,,,,0.1,298.0,,,180,,343,,,CB,0.0,,,,,,,,12.06,,,,,,,,0.02,25.35,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN ,,,Hildebrand parameter (δ) in Support infor,,https://doi.org/10.1021/acsapm.3c02608
354,PBDT-TTz,44600.0,22300.0,2.0,,,0,0,1.0,1,0.0,,,,,0.5,298.0,,,180,,343,,,CB,0.0,,,,,,,,228.55,1.0,10608.18,0.29,115905.1,0.79,5.55,0.19,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN ,,,Hildebrand parameter (δ) in Support infor,,https://doi.org/10.1021/acsapm.3c02608
355,PBDT-TTz,44600.0,22300.0,2.0,,,0,0,1.0,1,0.0,,,,,0.5,303.0,,,180,,343,,,CB,0.0,,,,,,,,1035.59,1.0,19.72,0.4,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN ,,,Hildebrand parameter (δ) in Support infor,,https://doi.org/10.1021/acsapm.3c02608
356,PBDT-TTz,44600.0,22300.0,2.0,,,0,0,1.0,1,0.0,,,,,0.5,313.0,,,180,,343,,,CB,0.0,,,,,,,,366.52,1.0,58832.9,0.23,,,,,,,,,,,,,,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN ,,,Hildebrand parameter (δ) in Support infor,,https://doi.org/10.1021/acsapm.3c02608
357,MEH-PPV-100,250000.0,,,,,0,1,0.0,0,0.0,,,,,9.0,,,,,,,,,Xyl,0.0,,,,,,,,,,,,,,,,,36.0,,1.08,,,,,,,,2.0,.01-0.03,1.0,.03-.3,6.618,0.28,606.88,,,,,,,,,,,,,,,,,,,,,WLC,,1 wt concentration,,https://doi.org/10.1039/C0JM02304C
358,MEH-PPV-30,269626.0,,,,,0,1,0.0,0,0.0,,,,,9.0,,,,,,,,,Xyl,0.0,,,,,,,,,,,,,,,,,20.4,,0.48,,,,,,,,1.3,.01-0.1,1.0,.1-.3,2.078,0.09,606.88,,,,,,,,,,,,,,,,,,,,,WLC,,1 wt concentration,,https://doi.org/10.1039/C0JM02304C
359,P3HT,38900.0,10513.51351,3.7,,,0,0,1.0,1,0.0,,,,,0.1,298.0,,,,,,,,THF,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,0.3,,,,,,,,,,,,,,,,,,,,,cumulant,,,"the Mw are measured by GPC however it is also dtermined by light scattering and reported;.Kratky-Porod model for Lp
~.1
~.1
~.1
~.1
~.1
~.1",,https://doi.org/10.1021/ma00023a035
360,P3HT,75600.0,39789.47368,1.9,,,0,0,1.0,1,0.0,,,,,0.1,298.0,,,,,,,,THF,0.0,,,,,,,,,,,,,,,,,16.8,,,,,,,,,,,,,,2.4,0.3,,,,,,,,,,,,,,,,,,,,,cumulant,,,the Mw are measured by GPC however it is also dtermined by light scattering and reported;.Kratky-Porod model for Lp,,https://doi.org/10.1021/ma00023a035
361,P3HT,86300.0,24657.14286,3.5,,,0,0,1.0,1,0.0,,,,,0.1,298.0,,,,,,,,THF,0.0,,,,,,,,,,,,,,,,,21.3,,,,,,,,,,,,,,2.4,0.3,,,,,,,,,,,,,,,,,,,,,cumulant,,,the Mw are measured by GPC however it is also dtermined by light scattering and reported;.Kratky-Porod model for Lp,,https://doi.org/10.1021/ma00023a035
362,P3HT,113000.0,26904.7619,4.2,,,0,0,1.0,1,0.0,,,,,0.1,298.0,,,,,,,,THF,0.0,,,,,,,,,,,,,,,,,26.3,,,,,,,,,,,,,,2.4,0.3,,,,,,,,,,,,,,,,,,,,,cumulant,,,the Mw are measured by GPC however it is also dtermined by light scattering and reported;.Kratky-Porod model for Lp,,https://doi.org/10.1021/ma00023a035
363,P3HT,225000.0,107142.8571,2.1,,,0,0,1.0,1,0.0,,,,,0.1,298.0,,,,,,,,THF,0.0,,,,,,,,21.3,,,,,,,,,32.0,,0.96,,,,,,1.04e-06,,,,,,2.4,0.3,,,,,,,,,,,,,,,,,,,,,cumulant,,,the Mw are measured by GPC however it is also dtermined by light scattering and reported;.Kratky-Porod model for Lp,,https://doi.org/10.1021/ma00023a035
364,P3HT,225000.0,107142.8571,2.1,,,0,0,1.0,1,0.0,,,,,0.1,298.0,,,,,,,,CF,0.0,,,,,,,,19.6,,,,,,,,,30.0,,1.5,,,,,,1.38e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,cumulant,,,the Mw are measured by GPC however it is also dtermined by light scattering and reported;.Kratky-Porod model for Lp,,https://doi.org/10.1021/ma00023a035
365,DPP-T,146400.0,60000.0,2.44,,,1,0,0.0,0,0.0,,,,,5.0,403.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1,1.3,61.2,2.1,,,,,,1.3,0.01,,,,,,,,,,,,flexible cylinder,,,,,https://doi.org/10.1002/adma.202302178
366,DPP-2T,174240.0,44000.0,3.96,,,1,0,0.0,0,0.0,,,,,5.0,403.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,1.2,47.1,2.5,,,,,,1.21,0.01,,,,,,,,,,,,flexible cylinder,,,,,https://doi.org/10.1002/adma.202302178
367,DPP-3T,127012.0,56200.0,2.26,,,1,0,0.0,0,0.0,,,,,5.0,403.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.3,52.5,1.0,,,,,,1.17,0.01,,,,,,,,,,,,flexible cylinder,,,,,https://doi.org/10.1002/adma.202302178
368,NDI-T-2HD,268061.0,148100.0,1.81,,,1,0,0.0,0,0.0,,,,,5.0,403.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,0.5,39.6,3.2,,,,,,0.99,0.03,,,,,,,,,,,,flexible cylinder,,,,,https://doi.org/10.1002/adma.202302178
369,NDI-2T- 2HD,147212.0,59600.0,2.47,,,1,0,0.0,0,0.0,,,,,5.0,403.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,1.0,31.9,2.5,,,,,,0.99,0.02,,,,,,,,,,,,flexible cylinder,,,,,https://doi.org/10.1002/adma.202302178
370,NDI-T-2OD,173494.0,77800.0,2.23,,,1,0,0.0,0,0.0,,,,,5.0,403.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7,1.1,34.9,1.9,,,,,,1.2,0.02,,,,,,,,,,,,flexible cylinder,,,,,https://doi.org/10.1002/adma.202302178
371,NDI-2T-2OD,125120.0,54400.0,2.3,,,1,0,0.0,0,0.0,,,,,5.0,403.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1,1.0,34.6,4.3,,,,,,1.21,0.02,,,,,,,,,,,,flexible cylinder,,,,,https://doi.org/10.1002/adma.202302178
372,P3HT,54800.0,35354.83871,1.55,,,0,0,0.0,1,1.0,,,,,2.75,313.0,,,overnight,,313,,,CB,0.0,,,,,,,,,,,,,,,,,12.2,,2.1,,,,,,2.3e-06,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,Kratky−Porod,,,calculated lp using eq1 in the paper,,https://doi.org/10.1021/acsapm.1c00647
373,P3HT,70800.0,45384.61538,1.56,,,0,0,0.0,1,1.0,,,,,2.75,313.0,,,overnight,,313,,,CB,0.0,,,,,,,,,,,,,,,,,15.7,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kratky−Porod,,,calculated lp using eq1 in the paper\,,https://doi.org/10.1021/acsapm.1c00647
374,PFO,62600.0,24743.083,2.53,,,0,0,0.0,1,1.0,,,,,2.75,313.0,,,overnight,,313,,,CB,0.0,,,,,,,,,,,,,,,,,13.3,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kratky−Porod,,,calculated lp using eq1 in the paper\,,https://doi.org/10.1021/acsapm.1c00647
375,PFO,105570.0,62100.0,1.7,,,0,0,1.0,0,0.0,,,,90,1.0,298.0,0.12,298,180,,353,,,DCE,0.0,,,,,,,,8.317638,0.901639344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/s10118-016-1851-z
376,PFO,105570.0,62100.0,1.7,,,0,0,1.0,0,0.0,,,,90,1.0,298.0,0.1666666667,298,180,,353,,,DCE,0.0,,,,,,,,10.965,0.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/s10118-016-1851-z
377,PFO,105570.0,62100.0,1.7,,,0,0,1.0,0,0.0,,,,90,1.0,298.0,0.25,298,180,,353,,,DCE,0.0,,,,,,,,8.912509,0.86885246,148.7647,0.68032787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/s10118-016-1851-z
378,PFO,105570.0,62100.0,1.7,,,0,0,1.0,0,0.0,,,,90,1.0,298.0,0.3333333333,298,180,,353,,,DCE,0.0,,,,,,,,10.77705,0.5081967,358.9219,0.95081967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/s10118-016-1851-z
379,PFO,105570.0,62100.0,1.7,,,0,0,1.0,0,0.0,,,,90,1.0,298.0,0.4166666667,298,180,,353,,,DCE,0.0,,,,,,,,291.7427,0.86885246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/s10118-016-1851-z
380,PFO,105570.0,62100.0,1.7,,,0,0,1.0,0,0.0,,,,90,1.0,298.0,0.75,298,180,,353,,,DCE,0.0,,,,,,,,449.2623,0.868852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/s10118-016-1851-z
381,P(NDI2OD-T2),47900.0,38015.87302,1.26,,,1,0,0.0,0,0.0,,,,,5.0,298.0,,,,,,,,BrN,1.0,,,,,18.0,2.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.7785,26.6,2.187,,,,,,1.3,0.498,,,,,,2.895,0.167,1.7094,0.086,289.0,4.61,,"Flexible cylinder,parallelepiped model",,with uncertainty less than 95% for both,,https://dx.doi.org/10.1021/acs.macromol.0c02436
382,P(NDI2OD-T2),47900.0,38015.87302,1.26,,,1,0,0.0,0,0.0,,,,,5.0,298.0,,,,,,,,Tol,1.0,,,,,18.0,2.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,13.05,328.05,23.9,30.369,,,,,,1.4254,0.113,,,,,,2.869,0.163,2.256,0.185,25.7,1.1049,,"Flexible cylinder,parallelepiped model",,with uncertainties less than 10% for parallelpeptide,,https://dx.doi.org/10.1021/acs.macromol.0c02436
383,PCDTPT-ODD,32100.0,20709.67742,1.55,,,1,0,0.0,0,0.0,,,,,5.0,343.0,,,60,,298,,,CF,1.0,,,,,17.9,2.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,2.8,1.0,25.3,3.9,,,,,,1.0,0.2,,,,,,,,,,,,,flexible cylinder,,,,https://doi.org/10.1002/marc.202200084
384,pBTTTC16,61309.0,12164.48413,5.04,,,0,1,1.0,1,0.0,,,,,10.0,288.0,,288,,720,353,,,CB,0.0,,,,,,,,,,,,,,,,458.0,23.0,296,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Krall and Weitz,no name,,"incubation time: 0 h
pick from which dimention?
",,https://doi.org/10.1039/C7SM02493B
385,pBTTTC16,61309.0,12164.48413,5.04,,,0,1,1.0,1,0.0,,,,,10.0,288.0,,288,,720,353,,,CB,0.0,,,,,,,,,,,,,,,,209.0,26.0,432,,,,,,,,1.95,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Krall and Weitz,no name,,"incubation time: 24 h
pick from which dimention dimention?",,https://doi.org/10.1039/C7SM02493B
386,P3HT,48105.0,21191.62996,2.27,95,,0,1,1.0,1,0.0,,,,30,3.0,298.0,,,,120,343,,,CB,0.0,,,,,,,,1429.0,,,,,,,,,856.0,,,,,,,,,2.66,,0.004−.30 ,,,,,,,,,,,,,,,,,,,,,,,,,Williams−Watt,core shell,,,,https://doi.org/10.1021/acs.macromol.8b02619
387,P3HT,48105.0,21191.62996,2.27,95,,0,1,1.0,1,0.0,,,,30,5.0,298.0,,,,120,343,,,CB,0.0,,,,,,,,1128.0,,,,,,,,,897.0,,,,,,,,,2.65,,0.004−.30 ,,,,,,,,,,,,,,,,,,,,,,,,,Williams−Watt,core shell,,,,https://doi.org/10.1021/acs.macromol.8b02619
388,P3HT,48105.0,21191.62996,2.27,95,,0,1,1.0,1,0.0,,,,30,8.0,298.0,,,,120,343,,,CB,0.0,,,,,,,,2859.0,,,,,,,,,803.0,,,,,,,,,2.61,,0.004−.30,,,,,,,,,,,,,,,,,,,,,,,,,Williams−Watt,core shell,,,,https://doi.org/10.1021/acs.macromol.8b02619
389,P3HT,48105.0,21191.62996,2.27,95,,0,1,1.0,1,0.0,,,,30,10.0,298.0,,,,120,343,,,CB,0.0,,,,,,,,4187.0,,,,,,,,,778.0,,,,,,,,,2.81,,0.004−.30,,,,,,,,,,,,,,,,,,,,,,,,,Williams−Watt,core shell,,,,https://doi.org/10.1021/acs.macromol.8b02619
390,P3HT,17667.0,15100.0,1.17,>97,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,0.1,,,,,,,,,,,,,,,,,,,,,,WCL,,,,https://doi.org/10.1021/ma302463d
391,P3HT,7992.0,7400.0,1.08,>97,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,0.1,,,,,,,,,,,,,,,,,,,,,,WCL,,,,https://doi.org/10.1021/ma302463d
392,P3EHT,11300.0,10000.0,1.13,>97,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.1,,,,,,,,,,,,,,,,,,,,,,WCL,,,,https://doi.org/10.1021/ma302463d
393,P3EHT,12648.0,10200.0,1.24,>97,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.1,,,,,,,,,,,,,,,,,,,,,,WCL,,,,https://doi.org/10.1021/ma302463d
394,P3EHT,26496.0,18400.0,1.44,>97,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.1,,,,,,,,,,,,,,,,,,,,,,WCL,,,,https://doi.org/10.1021/ma302463d
395,P3EHT,5136.0,4800.0,1.07,>97,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.1,,,,,,,,,,,,,,,,,,,,,,WCL,,,,https://doi.org/10.1021/ma302463d
396,P3EHT,26733.0,20100.0,1.33,>97,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.1,,,,,,,,,,,,,,,,,,,,,,WCL,,,,https://doi.org/10.1021/ma302463d
397,P3EHT,16335.0,12100.0,1.35,>97,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.1,,,,,,,,,,,,,,,,,,,,,,WCL,,,,https://doi.org/10.1021/ma302463d
398,P3EHT,11299.999999999998,10000.0,1.13,>97,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,Tol,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,0.2,,,,,,,,,,,,,,,,,,,,,,WCL,,,,https://doi.org/10.1021/ma302463d
399,P3EHT,12648.0,10200.0,1.24,>97,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,Tol,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,0.2,,,,,,,,,,,,,,,,,,,,,,WCL,,,,https://doi.org/10.1021/ma302463d
400,P3EHT,26496.0,18400.0,1.44,>97,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,Tol,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,0.2,,,,,,,,,,,,,,,,,,,,,,WCL,,,,https://doi.org/10.1021/ma302463d
401,P3EHT,5136.0,4800.0,1.07,>97,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,Tol,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,0.2,,,,,,,,,,,,,,,,,,,,,,WCL,,,,https://doi.org/10.1021/ma302463d
402,P3EHT,26733.0,20100.0,1.33,>97,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,Tol,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,0.2,,,,,,,,,,,,,,,,,,,,,,WCL,,,,https://doi.org/10.1021/ma302463d
403,P3EHT,16335.000000000002,12100.0,1.35,>97,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,Tol,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,0.2,,,,,,,,,,,,,,,,,,,,,,WCL,,,,https://doi.org/10.1021/ma302463d
404,P3DDT,30228.0,22900.0,1.32,96,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,0.1,,,,,,,,,,,,,,,,,,,,,,WCL,,which one 22.9 or 32,,https://doi.org/10.1021/ma302463d
405,P3DDT,30228.0,22900.0,1.32,96,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,Tol,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.1,,,,,,,,,,,,,,,,,,,,,,WCL,,which one 22.9 or 32,,https://doi.org/10.1021/ma302463d
406,P3DDT,42880.0,32000.0,1.34,96,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,0.1,,,,,,,,,,,,,,,,,,,,,,WCL,,which one 22.9 or 32,,https://doi.org/10.1021/ma302463d
407,P3DDT,42880.0,32000.0,1.34,96,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,Tol,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.1,,,,,,,,,,,,,,,,,,,,,,WCL,,which one 22.9 or 32,,https://doi.org/10.1021/ma302463d
408,P3DDT,52438.0,33400.0,1.57,96,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,Tol,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.1,,,,,,,,,,,,,,,,,,,,,,WCL,,,,https://doi.org/10.1021/ma302463d
409,rra-P3HT,78144.0,40700.0,1.92,58,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.1,,,,,,,,,,,,,,,,,,,,,,WCL,,,,https://doi.org/10.1021/ma302463d
410,rra-P3HT,78144.0,40700.0,1.92,58,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,Tol,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.4,,,,,,,,,,,,,,,,,,,,,,WCL,,,,https://doi.org/10.1021/ma302463d
411,rra-P3HT,154638.0,63900.0,2.42,79,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.1,,,,,,,,,,,,,,,,,,,,,,WCL,,,,https://doi.org/10.1021/ma302463d
412,P3EHT,72200.0,38000.0,1.9,80,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.1,,,,,,,,,,,,,,,,,,,,,,WCL,,,,https://doi.org/10.1021/ma302463d
413,P3HT,17667.0,15100.0,1.17,97,,1,0,0.0,0,0.0,,,,,,313.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,0.379,,,,,,,,,,,,,,,,,,,,,,WCL,,,,https://doi.org/10.1021/ma302463d
