,name,Mw (g/mol),Mn (g/mol),PDI,Regioregularity R%,DP,SANS,SAXS/GWAXS,DLS,SLS,SEC (GPC),Dark/light,Applied Electrical Field (Kv/cm),Duration of Applied Electrical Field (min),DLS Angle (deg),Concentration (mg/ml),Temperature SANS/SLS/DLS/SEC (K),Aging time (hour),To Aging Temperature (K),Stirring /sonication/heating time(min),Sonication time (min),Sonication/Stirring/heating Temperature (K),storage temperature (K),Storage time (hour),Solvent(s),Deuterated solvent,Solid additive,Solid additive quantity (mg/ml),Solvent solubility parameter (Hansen),Polymer solubility parameter ,Polymer solubility parameter 𝛿d [MPa1/2],Polymer solubility parameter  𝛿p [MPa1/2],Polymer solubility parameter 𝛿h [MPa1/2],Rh1 (nm),I1 (Normalized 1-0),Rh2 (nm),I2 (Normalized 1-0),Rh3 (nm),I3 (Normalized 1-0),Rh4 (nm),I4 (Normalized 1-0),Rh deviation (nm) ±,Rg1 (nm),Rg2 (nm),Rg 1deviation (nm) ±,"Rcs,g (crossectional radius) (nm)","Rcs,g (crossectional radius) (nm) ±","Rt,g (radius of gyration) (nm)",Ree (chain end-to-end distance) (nm),Ree deviation (nm) ±,A2 (mol dm3/g^2),df,α1 ,q1 range (A-1),α2 ,q2 range (A-1),Lp (nm),Lp deviation (nm) ±,Lc (nm),Lc deviation (nm) ±,ξs (characteristic length scale) (nm),ξs deviation (nm) ±,ξd (mesh size of the dynamic network) (nm),ξd deviation (nm) ±,R disk (nm),R cylinder (nm),R deviation (nm) ±,R core cylinder (nm),L cylinder (nm),L deviation (nm) ±,t (thinkness) (nm),t (thinkness) (nm) ±,A parallelepiped (thickness)(nm),A deviation (nm) ±,B parallelepiped (width)(nm),B deviation (nm) ±,C parallelepiped (length)(nm),C deviation (nm) ±,Light scattering model,SANS/SAXS model,Expected Conformation,Additional notes 1,Additional notes 2,Doi
384,NDI-C6,48000.0,16700.0,2.9,,,1,0,0.0,0,0.0,,,,,5.0,358.0,,,,,,,,CB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,18.0,,,,,,,0.8,,,,,,,,,,,,,,flexible cylinder,,,,https://dx.doi.org/10.1021/acs.macromol.0c00889
385,P3HT,95281.0,63100.0,1.51,,,1,0,0.0,0,0.0,,,,,10.13,313.0,,,overnight,,343,,,oDCB,1.0,,,,,,,,,,,,,,,,,15.0,,1.0,,,,37.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Debye,,,,https://doi.org/10.1038%2Fs41598-020-66354-6
386,P3HT,95281.0,63100.0,1.51,,,1,0,0.0,0,0.0,,,,,10.13,353.0,,,overnight,,343,,,oDCB,1.0,,,,,,,,,,,,,,,,,17.0,,1.0,,,,41.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Debye,,,,https://doi.org/10.1038%2Fs41598-020-66354-6
387,P3HT,138138.0,89700.0,1.54,,,1,0,0.0,0,0.0,,,,,10.13,313.0,,,overnight,,343,,,oDCB,1.0,,,,,,,,,,,,,,,,,19.0,,1.0,,,,48.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Debye,,,,https://doi.org/10.1038%2Fs41598-020-66354-6
388,P3HT,138138.0,89700.0,1.54,,,1,0,0.0,0,0.0,,,,,10.13,353.0,,,overnight,,343,,,oDCB,1.0,,,,,,,,,,,,,,,,,21.0,,1.0,,,,50.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Debye,,,,https://doi.org/10.1038%2Fs41598-020-66354-6
398,PDY-132,390000.0,164000.0,2.37804878,,,0,0,1.0,1,0.0,,,,,0.1,293.0,,,,,323,,,0:100 vol% Tol-MBZ,0.0,,,,,,,,53.8,,,,,,,,,63.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"δD [√MPa] δP [√MPa] δH [√MPa] polymer: 18.0 4.7 5.5
TOL: 18.0 1.4 2.0
MBZ: 18.9 8.2 4.7",,https://doi.org/10.1002/admt.202000335
399,PDY-132,390000.0,164000.0,2.37804878,,,0,0,1.0,1,0.0,,,,,0.1,293.0,,,,,323,,,4.97:95.03 vol% Tol-MBZ,0.0,,,,,,,,43.98,,,,,,,,,51.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"δD [√MPa] δP [√MPa] δH [√MPa] polymer: 18.0 4.7 5.5
TOL: 18.0 1.4 2.0
MBZ: 18.9 8.2 4.7",,https://doi.org/10.1002/admt.202000335
400,PDY-132,390000.0,164000.0,2.37804878,,,0,0,1.0,1,0.0,,,,,0.1,293.0,,,,,323,,,9.93:90.07 vol% Tol-MBZ,0.0,,,,,,,,36.41,,,,,,,,,45.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"δD [√MPa] δP [√MPa] δH [√MPa] polymer: 18.0 4.7 5.5
TOL: 18.0 1.4 2.0
MBZ: 18.9 8.2 4.7",,https://doi.org/10.1002/admt.202000335
401,PDY-132,390000.0,164000.0,2.37804878,,,0,0,1.0,1,0.0,,,,,0.1,293.0,,,,,323,,,20.03:79.97 vol% Tol-MBZ,0.0,,,,,,,,43.36,,,,,,,,,55.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"δD [√MPa] δP [√MPa] δH [√MPa] polymer: 18.0 4.7 5.5
TOL: 18.0 1.4 2.0
MBZ: 18.9 8.2 4.7",,https://doi.org/10.1002/admt.202000335
402,PDY-132,390000.0,164000.0,2.37804878,,,0,0,1.0,1,0.0,,,,,0.1,293.0,,,,,323,,,29.97:70.03 vol% Tol-MBZ,0.0,,,,,,,,42.34,,,,,,,,,57.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"δD [√MPa] δP [√MPa] δH [√MPa] polymer: 18.0 4.7 5.5
TOL: 18.0 1.4 2.0
MBZ: 18.9 8.2 4.7",,https://doi.org/10.1002/admt.202000335
403,PDY-132,390000.0,164000.0,2.37804878,,,0,0,1.0,1,0.0,,,,,0.1,293.0,,,,,323,,,50.17:49.83 vol% Tol-MBZ,0.0,,,,,,,,47.05,,,,,,,,,59.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"δD [√MPa] δP [√MPa] δH [√MPa] polymer: 18.0 4.7 5.5
TOL: 18.0 1.4 2.0
MBZ: 18.9 8.2 4.7",,https://doi.org/10.1002/admt.202000335
404,PDY-132,390000.0,164000.0,2.37804878,,,0,0,1.0,1,0.0,,,,,0.1,293.0,,,,,323,,,70.03:29.97 vol% Tol-MBZ,0.0,,,,,,,,47.66,,,,,,,,,61.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"δD [√MPa] δP [√MPa] δH [√MPa] polymer: 18.0 4.7 5.5
TOL: 18.0 1.4 2.0
MBZ: 18.9 8.2 4.7",,https://doi.org/10.1002/admt.202000335
405,PDY-132,390000.0,164000.0,2.37804878,,,0,0,1.0,1,0.0,,,,,0.1,293.0,,,,,323,,,79.97:20.03 vol% Tol-MBZ,0.0,,,,,,,,49.7,,,,,,,,,73.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"δD [√MPa] δP [√MPa] δH [√MPa] polymer: 18.0 4.7 5.5
TOL: 18.0 1.4 2.0
MBZ: 18.9 8.2 4.7",,https://doi.org/10.1002/admt.202000335
406,PDY-132,390000.0,164000.0,2.37804878,,,0,0,1.0,1,0.0,,,,,0.1,293.0,,,,,323,,,85.10:14.9 vol% Tol-MBZ,0.0,,,,,,,,51.34,,,,,,,,,73.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"δD [√MPa] δP [√MPa] δH [√MPa] polymer: 18.0 4.7 5.5
TOL: 18.0 1.4 2.0
MBZ: 18.9 8.2 4.7",,https://doi.org/10.1002/admt.202000335
407,PDY-132,390000.0,164000.0,2.37804878,,,0,0,1.0,1,0.0,,,,,0.1,293.0,,,,,323,,,89.9:10.1 vol% Tol-MBZ,0.0,,,,,,,,51.75,,,,,,,,,73.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"δD [√MPa] δP [√MPa] δH [√MPa] polymer: 18.0 4.7 5.5
TOL: 18.0 1.4 2.0
MBZ: 18.9 8.2 4.7",,https://doi.org/10.1002/admt.202000335
408,PDY-132,390000.0,164000.0,2.37804878,,,0,0,1.0,1,0.0,,,,,0.1,293.0,,,,,323,,,95.03:4.97 vol% Tol-MBZ,0.0,,,,,,,,52.77,,,,,,,,,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"δD [√MPa] δP [√MPa] δH [√MPa] polymer: 18.0 4.7 5.5
TOL: 18.0 1.4 2.0
MBZ: 18.9 8.2 4.7",,https://doi.org/10.1002/admt.202000335
409,PDY-132,390000.0,164000.0,2.37804878,,,0,0,1.0,1,0.0,,,,,0.1,293.0,,,,,323,,,100:0 vol% Tol-MBZ,0.0,,,,,,,,61.98,,,,,,,,,84.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"δD [√MPa] δP [√MPa] δH [√MPa] polymer: 18.0 4.7 5.5
TOL: 18.0 1.4 2.0
MBZ: 18.9 8.2 4.7",,https://doi.org/10.1002/admt.202000335
410,BAMH-PPV,60000.0,,,,,0,0,1.0,0,0.0,,,,,1.0,298.0,,,,a few hours (6h or 2days in 50 degree in previous work),313,,,oXyl,0.0,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1063/1.1468215
411,BAMH-PPV,60000.0,,,,,0,0,1.0,0,0.0,,,,,1.0,298.0,,,,a few hours (6h or 2days in 50 degree in previous work),313,,,oXyl,0.0,CSA,.07mg/mL,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1063/1.1468215
412,P4,101000.0,50500.0,2.0,,,0,0,1.0,1,0.0,,,,90,0.1,,,,,,,,,H2O,0.0,NaCl,.584 mg/mL,,,,,,42.85,,4.79,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,CONTIN,,,.1 molar NaCl converted to mgml,,https://doi.org/10.1021/ma980423+
413,P4,101000.0,50500.0,2.0,,,0,0,1.0,1,0.0,,,,90,1.0,,,,,,,,,H2O,0.0,NaCl,.584 mg/mL,,,,,,11.14,,2.99,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,CONTIN,,,.1 molar NaCl converted to mgml,,https://doi.org/10.1021/ma980423+
414,P4,101000.0,50500.0,2.0,,,0,0,1.0,1,0.0,,,,90,1.05,,,,,,,,,MeOH,0.0,TMACl,1.096 mg/mL,,,,,,72.19,,5.65,,,,,,,25.0,,4.0,,,,,,,,,,,,,,49.0,,,,,,,,,,90.0,,,,,,,,,,CONTIN/solid sphere/cylinder,,,.1 molar TMACl,,https://doi.org/10.1021/ma980423+
415,P4,101000.0,50500.0,2.0,,,0,0,1.0,1,0.0,,,,90,2.08,,,,,,,,,MeOH,0.0,TMACl,1.096 mg/mL,,,,,,73.97,,4.1,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,CONTIN,,,.1 molar TMACl,,https://doi.org/10.1021/ma980423+
416,D18-Cl,232400.0,83000.0,2.8,,,0,0,1.0,1,0.0,,,,,0.1,298.0,,,180,,323,,,CF,0.0,,,,,,,,11.44,,,,,,,,0.01,22.54,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN ,,,Hildebrand parameter (δ) in Support infor,,https://doi.org/10.1021/acsapm.3c02608
417,D18-Cl,232400.0,83000.0,2.8,,,0,0,1.0,1,0.0,,,,,0.1,298.0,,,,,,,,CB,0.0,,,,,,,,17.69,,,,,,,,0.03,35.56,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN ,,,Hildebrand parameter (δ) in Support infor,,https://doi.org/10.1021/acsapm.3c02608
418,PBDT-TTz,44600.0,22300.0,2.0,,,0,0,1.0,1,0.0,,,,,0.1,298.0,,,,,,,,CF,0.0,,,,,,,,8.46,,,,,,,,0.02,24.41,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN ,,,Hildebrand parameter (δ) in Support infor,,https://doi.org/10.1021/acsapm.3c02608
419,PBDT-TTz,44600.0,22300.0,2.0,,,0,0,1.0,1,0.0,,,,,0.1,298.0,,,180,,343,,,CB,0.0,,,,,,,,12.06,,,,,,,,0.02,25.35,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN ,,,Hildebrand parameter (δ) in Support infor,,https://doi.org/10.1021/acsapm.3c02608
420,PBDT-TTz,44600.0,22300.0,2.0,,,0,0,1.0,1,0.0,,,,,0.5,298.0,,,180,,343,,,CB,0.0,,,,,,,,228.55,1.0,10608.18,0.29,115905.1,0.79,5.55,0.19,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN ,,,Hildebrand parameter (δ) in Support infor,,https://doi.org/10.1021/acsapm.3c02608
421,PBDT-TTz,44600.0,22300.0,2.0,,,0,0,1.0,1,0.0,,,,,0.5,303.0,,,180,,343,,,CB,0.0,,,,,,,,1035.59,1.0,19.72,0.4,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN ,,,Hildebrand parameter (δ) in Support infor,,https://doi.org/10.1021/acsapm.3c02608
422,PBDT-TTz,44600.0,22300.0,2.0,,,0,0,1.0,1,0.0,,,,,0.5,313.0,,,180,,343,,,CB,0.0,,,,,,,,366.52,1.0,58832.9,0.23,,,,,,,,,,,,,,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTIN ,,,Hildebrand parameter (δ) in Support infor,,https://doi.org/10.1021/acsapm.3c02608
423,MEH-PPV-100,250000.0,,,,,0,1,0.0,0,0.0,,,,,9.0,,,,,,,,,Xyl,0.0,,,,,,,,,,,,,,,,,36.0,,1.08,,,,,,,,2.0,.01-0.03,1.0,.03-.3,6.618,0.28,606.88,,,,,,,,,,,,,,,,,,,,,WLC,,1 wt concentration,,https://doi.org/10.1039/C0JM02304C
424,MEH-PPV-30,269626.0,,,,,0,1,0.0,0,0.0,,,,,9.0,,,,,,,,,Xyl,0.0,,,,,,,,,,,,,,,,,20.4,,0.48,,,,,,,,1.3,.01-0.1,1.0,.1-.3,2.078,0.09,606.88,,,,,,,,,,,,,,,,,,,,,WLC,,1 wt concentration,,https://doi.org/10.1039/C0JM02304C
425,P3HT,38900.0,10513.51351,3.7,,,0,0,1.0,1,0.0,,,,,0.1,298.0,,,,,,,,THF,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,0.3,,,,,,,,,,,,,,,,,,,,,cumulant,,,"the Mw are measured by GPC however it is also dtermined by light scattering and reported;.Kratky-Porod model for Lp
~.1
~.1
~.1
~.1
~.1
~.1",,https://doi.org/10.1021/ma00023a035
426,P3HT,75600.0,39789.47368,1.9,,,0,0,1.0,1,0.0,,,,,0.1,298.0,,,,,,,,THF,0.0,,,,,,,,,,,,,,,,,16.8,,,,,,,,,,,,,,2.4,0.3,,,,,,,,,,,,,,,,,,,,,cumulant,,,the Mw are measured by GPC however it is also dtermined by light scattering and reported;.Kratky-Porod model for Lp,,https://doi.org/10.1021/ma00023a035
427,P3HT,86300.0,24657.14286,3.5,,,0,0,1.0,1,0.0,,,,,0.1,298.0,,,,,,,,THF,0.0,,,,,,,,,,,,,,,,,21.3,,,,,,,,,,,,,,2.4,0.3,,,,,,,,,,,,,,,,,,,,,cumulant,,,the Mw are measured by GPC however it is also dtermined by light scattering and reported;.Kratky-Porod model for Lp,,https://doi.org/10.1021/ma00023a035
428,P3HT,113000.0,26904.7619,4.2,,,0,0,1.0,1,0.0,,,,,0.1,298.0,,,,,,,,THF,0.0,,,,,,,,,,,,,,,,,26.3,,,,,,,,,,,,,,2.4,0.3,,,,,,,,,,,,,,,,,,,,,cumulant,,,the Mw are measured by GPC however it is also dtermined by light scattering and reported;.Kratky-Porod model for Lp,,https://doi.org/10.1021/ma00023a035
429,P3HT,225000.0,107142.8571,2.1,,,0,0,1.0,1,0.0,,,,,0.1,298.0,,,,,,,,THF,0.0,,,,,,,,21.3,,,,,,,,,32.0,,0.96,,,,,,1.04e-06,,,,,,2.4,0.3,,,,,,,,,,,,,,,,,,,,,cumulant,,,the Mw are measured by GPC however it is also dtermined by light scattering and reported;.Kratky-Porod model for Lp,,https://doi.org/10.1021/ma00023a035
430,P3HT,225000.0,107142.8571,2.1,,,0,0,1.0,1,0.0,,,,,0.1,298.0,,,,,,,,CF,0.0,,,,,,,,19.6,,,,,,,,,30.0,,1.5,,,,,,1.38e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,cumulant,,,the Mw are measured by GPC however it is also dtermined by light scattering and reported;.Kratky-Porod model for Lp,,https://doi.org/10.1021/ma00023a035
431,DPP-T,146400.0,60000.0,2.44,,,1,0,0.0,0,0.0,,,,,5.0,403.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1,1.3,61.2,2.1,,,,,,1.3,0.01,,,,,,,,,,,,flexible cylinder,,,,,https://doi.org/10.1002/adma.202302178
432,DPP-2T,174240.0,44000.0,3.96,,,1,0,0.0,0,0.0,,,,,5.0,403.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,1.2,47.1,2.5,,,,,,1.21,0.01,,,,,,,,,,,,flexible cylinder,,,,,https://doi.org/10.1002/adma.202302178
433,DPP-3T,127012.0,56200.0,2.26,,,1,0,0.0,0,0.0,,,,,5.0,403.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.3,52.5,1.0,,,,,,1.17,0.01,,,,,,,,,,,,flexible cylinder,,,,,https://doi.org/10.1002/adma.202302178
434,NDI-T-2HD,268061.0,148100.0,1.81,,,1,0,0.0,0,0.0,,,,,5.0,403.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,0.5,39.6,3.2,,,,,,0.99,0.03,,,,,,,,,,,,flexible cylinder,,,,,https://doi.org/10.1002/adma.202302178
435,NDI-2T- 2HD,147212.0,59600.0,2.47,,,1,0,0.0,0,0.0,,,,,5.0,403.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,1.0,31.9,2.5,,,,,,0.99,0.02,,,,,,,,,,,,flexible cylinder,,,,,https://doi.org/10.1002/adma.202302178
436,NDI-T-2OD,173494.0,77800.0,2.23,,,1,0,0.0,0,0.0,,,,,5.0,403.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7,1.1,34.9,1.9,,,,,,1.2,0.02,,,,,,,,,,,,flexible cylinder,,,,,https://doi.org/10.1002/adma.202302178
437,NDI-2T-2OD,125120.0,54400.0,2.3,,,1,0,0.0,0,0.0,,,,,5.0,403.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1,1.0,34.6,4.3,,,,,,1.21,0.02,,,,,,,,,,,,flexible cylinder,,,,,https://doi.org/10.1002/adma.202302178
438,P3HT,54800.0,35354.83871,1.55,,,0,0,0.0,1,1.0,,,,,2.75,313.0,,,overnight,,313,,,CB,0.0,,,,,,,,,,,,,,,,,12.2,,2.1,,,,,,2.3e-06,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,Kratky−Porod,,,calculated lp using eq1 in the paper,,https://doi.org/10.1021/acsapm.1c00647
439,P3HT,70800.0,45384.61538,1.56,,,0,0,0.0,1,1.0,,,,,2.75,313.0,,,overnight,,313,,,CB,0.0,,,,,,,,,,,,,,,,,15.7,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kratky−Porod,,,calculated lp using eq1 in the paper\,,https://doi.org/10.1021/acsapm.1c00647
440,PFO,62600.0,24743.083,2.53,,,0,0,0.0,1,1.0,,,,,2.75,313.0,,,overnight,,313,,,CB,0.0,,,,,,,,,,,,,,,,,13.3,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kratky−Porod,,,calculated lp using eq1 in the paper\,,https://doi.org/10.1021/acsapm.1c00647
441,PMI,239000.0,40800.0,5.9,,,1,0,0.0,0,1.0,,,,,4.4,298.0,,,,,,,,THF,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.005 -0.2,,,63.9,2.6,725.0,,,,,,,8.23,,,,,,,,,,,,,,flexible cylinder,,.5wt,,https://doi.org/10.1021/acs.chemmater.7b03291
442,PTh-g-PAU5,192000.0,64000.0,3.0,,,1,0,0.0,0,1.0,,,,,4.4,298.0,,,,,,,,THF,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.005 -0.2,,,64.9,2.8,643.0,,,,,,,7.94,,,,,,,,,,,,,,flexible cylinder,,.5wt,,https://doi.org/10.1021/acs.chemmater.7b03291
443,PTh-g-PAU17,230340.0,69800.0,3.3,,,1,0,0.0,0,1.0,,,,,4.4,298.0,,,,,,,,THF,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,0.005 -0.2,,,40.7,1.4,1343.0,,,,,,,16.5,,,,,,,,,,,,,,flexible cylinder,,.5wt,,https://doi.org/10.1021/acs.chemmater.7b03291
444,PTh-g-PAU48,1065300.0,201000.0,5.3,,,1,0,0.0,0,1.0,,,,,4.4,298.0,,,,,,,,THF,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,0.005 -0.2,,,22.1,4.9,2390.0,,,,,,,15.8,,,,,,,,,,,,,,flexible cylinder,,.5wt,,https://doi.org/10.1021/acs.chemmater.7b03291
445,PFO,105570.0,62100.0,1.7,,,0,0,1.0,0,0.0,,,,90,1.0,298.0,0.12,298,180,,353,,,DCE,0.0,,,,,,,,8.317638,0.901639344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/s10118-016-1851-z
446,PFO,105570.0,62100.0,1.7,,,0,0,1.0,0,0.0,,,,90,1.0,298.0,0.1666666667,298,180,,353,,,DCE,0.0,,,,,,,,10.965,0.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/s10118-016-1851-z
447,PFO,105570.0,62100.0,1.7,,,0,0,1.0,0,0.0,,,,90,1.0,298.0,0.25,298,180,,353,,,DCE,0.0,,,,,,,,8.912509,0.86885246,148.7647,0.68032787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/s10118-016-1851-z
448,PFO,105570.0,62100.0,1.7,,,0,0,1.0,0,0.0,,,,90,1.0,298.0,0.3333333333,298,180,,353,,,DCE,0.0,,,,,,,,10.77705,0.5081967,358.9219,0.95081967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/s10118-016-1851-z
449,PFO,105570.0,62100.0,1.7,,,0,0,1.0,0,0.0,,,,90,1.0,298.0,0.4166666667,298,180,,353,,,DCE,0.0,,,,,,,,291.7427,0.86885246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/s10118-016-1851-z
450,PFO,105570.0,62100.0,1.7,,,0,0,1.0,0,0.0,,,,90,1.0,298.0,0.75,298,180,,353,,,DCE,0.0,,,,,,,,449.2623,0.868852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1007/s10118-016-1851-z
451,P(NDI2OD-T2),47900.0,38015.87302,1.26,,,1,0,0.0,0,0.0,,,,,5.0,298.0,,,,,,,,BrN,1.0,,,,,18.0,2.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.7785,26.6,2.187,,,,,,1.3,0.498,,,,,,2.895,0.167,1.7094,0.086,289.0,4.61,,"Flexible cylinder,parallelepiped model",,with uncertainty less than 95% for both,,https://dx.doi.org/10.1021/acs.macromol.0c02436
452,P(NDI2OD-T2),47900.0,38015.87302,1.26,,,1,0,0.0,0,0.0,,,,,5.0,298.0,,,,,,,,Tol,1.0,,,,,18.0,2.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,13.05,328.05,23.9,30.369,,,,,,1.4254,0.113,,,,,,2.869,0.163,2.256,0.185,25.7,1.1049,,"Flexible cylinder,parallelepiped model",,with uncertainties less than 10% for parallelpeptide,,https://dx.doi.org/10.1021/acs.macromol.0c02436
453,PCDTPT-ODD,32100.0,20709.67742,1.55,,,1,0,0.0,0,0.0,,,,,5.0,343.0,,,60,,298,,,CF,1.0,,,,,17.9,2.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,2.8,1.0,25.3,3.9,,,,,,1.0,0.2,,,,,,,,,,,,,flexible cylinder,,,,https://doi.org/10.1002/marc.202200084
455,pBTTTC16,61309.0,12164.48413,5.04,,,0,1,1.0,1,0.0,,,,,10.0,288.0,,288,,720,353,,,CB,0.0,,,,,,,,,,,,,,,,458.0,23.0,296,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Krall and Weitz,no name,,"incubation time: 0 h
pick from which dimention?
",,https://doi.org/10.1039/C7SM02493B
456,pBTTTC16,61309.0,12164.48413,5.04,,,0,1,1.0,1,0.0,,,,,10.0,288.0,,288,,720,353,,,CB,0.0,,,,,,,,,,,,,,,,209.0,26.0,432,,,,,,,,1.95,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Krall and Weitz,no name,,"incubation time: 24 h
pick from which dimention dimention?",,https://doi.org/10.1039/C7SM02493B
457,P3HT,48105.0,21191.62996,2.27,95,,0,1,1.0,1,0.0,,,,30,3.0,298.0,,,,120,343,,,CB,0.0,,,,,,,,1429.0,,,,,,,,,856.0,,,,,,,,,2.66,,0.004−.30 ,,,,,,,,,,,,,,,,,,,,,,,,,Williams−Watt,core shell,,,,https://doi.org/10.1021/acs.macromol.8b02619
458,P3HT,48105.0,21191.62996,2.27,95,,0,1,1.0,1,0.0,,,,30,5.0,298.0,,,,120,343,,,CB,0.0,,,,,,,,1128.0,,,,,,,,,897.0,,,,,,,,,2.65,,0.004−.30 ,,,,,,,,,,,,,,,,,,,,,,,,,Williams−Watt,core shell,,,,https://doi.org/10.1021/acs.macromol.8b02619
459,P3HT,48105.0,21191.62996,2.27,95,,0,1,1.0,1,0.0,,,,30,8.0,298.0,,,,120,343,,,CB,0.0,,,,,,,,2859.0,,,,,,,,,803.0,,,,,,,,,2.61,,0.004−.30,,,,,,,,,,,,,,,,,,,,,,,,,Williams−Watt,core shell,,,,https://doi.org/10.1021/acs.macromol.8b02619
460,P3HT,48105.0,21191.62996,2.27,95,,0,1,1.0,1,0.0,,,,30,10.0,298.0,,,,120,343,,,CB,0.0,,,,,,,,4187.0,,,,,,,,,778.0,,,,,,,,,2.81,,0.004−.30,,,,,,,,,,,,,,,,,,,,,,,,,Williams−Watt,core shell,,,,https://doi.org/10.1021/acs.macromol.8b02619
461,P3HT,17667.0,15100.0,1.17,>97,,1,0,0.0,0,0.0,,,,,,298.0,,,,,,,,DCB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,0.1,,,,,,,,,,,,,,,,,,,,,,WCL,,,,https://doi.org/10.1021/ma302463d
